ementa,norma,tornada_sem_efeito,alterada,data,outros,tipo_normatico,publicacao,revogada,em_vigor,anexos,tags
Homologa os cursos teóricos e práticos de INPL e PRBP do Aeroclube de Voo a Vela do CTA.,Portaria nº 0108/SPO de 15/01/2015,,,2015-01-15,,Portaria,"DOU 16/01/2015, Seção 1, Pág 1",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0108-spo-de-15-01-2015/@@display-file/arquivo_norma/PA2015-0108.pdf,['portaria']
Renova a homologação do curso teórico de IFR do Aeroclube de Caxias do Sul.,Portaria nº 0118/SPO de 15/01/2015,,,2015-01-15,,Portaria,"DOU 16/01/2015, Seção 1, Pág 1",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0118-spo-de-15-01-2015/@@display-file/arquivo_norma/PA2015-0118.pdf,['portaria']
Renova a homologação dos cursos práticos de PPA e INVA do Aeroclube de Itanhaém.,Portaria nº 0105/SPO de 15/01/2015,,,2015-01-15,,Portaria,"DOU 16/01/2015, Seção 1, Pág 1",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0105-spo-de-15-01-2015/@@display-file/arquivo_norma/PA2015-0105.pdf,['portaria']
"Renova a homologação dos cursos práticos de PPA, PCA, INVA e IFRA do Aeroclube de Bragança Paulista.",Portaria nº 0109/SPO de 15/01/2015,,,2015-01-15,,Portaria,"DOU 16/01/2015, Seção 1, Pág 1",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0109-spo-de-15-01-2015/@@display-file/arquivo_norma/PA2015-0109.pdf,['portaria']
Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Aero Agrícola São Patrício Ltda.,Decisão nº 002 de 14/01/2015,,,2015-01-14,,Decisão,"DOU 15/01/2015, Seção 1, p.1","Decisão nº 172, de 18 de dezembro de 2019.",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2015/decisao-no-002-de-14-01-2015/@@display-file/arquivo_norma/DA2015-0002.pdf,['decisão']
Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Amazon Aero Agrícola Ltda.,Decisão nº 003 de 14/01/2015,,,2015-01-14,,Decisão,"DOU 15/01/2015, Seção 1, p.1","Decisão nº 168, de 11 de dezembro de 2019.",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2015/decisao-no-003-de-14-01-2015/@@display-file/arquivo_norma/DA2015-0003.pdf,['decisão']
Autoriza a operação de sociedade empresária de táxi aéreo - CB Air Táxi Aéreo Ltda.,Decisão nº 004 de 13/01/2015,,,2015-01-14,,Decisão,"DOU 15/01/2015, Seção 1, p.1","Decisão nº 141, de 9 de outubro de 2019.",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2015/decisao-no-004-de-14-01-2015/@@display-file/arquivo_norma/DA2015-0004.pdf,['decisão']
"Declara a extinção da concessão para exploração de serviço de transporte aéreo público regular de passageiro, carga e mala postal outorgada à sociedade empresária TRIP LINHAS AÉREAS S.A., atual TRIP Serviços de Suporte Aéreo S.A., CNPJ Nº 02.428.624/0001-30, com sede social em Barueri (SP).",Decisão nº 005 de 14/01/2015,,,2015-01-14,,Decisão,"DOU 15/01/2015, Seção 1, p.1",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2015/decisao-no-005-de-14-01-2015/@@display-file/arquivo_norma/DA2015-0005.pdf,"['02.428', 'cnpj', 'decisão']"
Altera a inscrição do aeródromo privado Fazenda Pica-Pau (GO) no cadastro de aeródromos.,Portaria nº 0072/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0072-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0072.pdf,"['alteração', 'portaria']"
Altera a inscrição do aeródromo privado Fazenda Santa Lídia (MS) no cadastro de aeródromos.,Portaria nº 0071/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0071-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0071.pdf,"['alteração', 'portaria']"
Altera a inscrição do aeródromo privado Fazenda Siriema (MT) no cadastro de aeródromos.,Portaria nº 0070/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0070-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0070.pdf,"['alteração', 'portaria']"
Altera a inscrição do heliponto privado Dolores (SC) no cadastro de aeródromos.,Portaria nº 0078/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0078-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0078.pdf,"['alteração', 'portaria']"
"Altera a inscrição do heliponto privado Vide Bula, que passa a se chamar Helicentro Zona Sul (MG) no cadastro de aeródromos.",Portaria nº 0077/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0077-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0077.pdf,"['alteração', 'portaria']"
Altera e renova a inscrição do heliponto privado Cosan (SP) no cadastro de aeródromos.,Portaria nº 0080/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2","Portaria nº 1486/SIA, de 16 de maio de 2019.",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0080-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0080.pdf,"['alteração', 'portaria']"
Altera e renova a inscrição do heliponto privado ICS - Guarujá (SP) no cadastro de aeródromos.,Portaria nº 0075/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0075-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0075.pdf,"['alteração', 'portaria']"
Classifica o Aeroporto Brig. Lysias Augusto Rodrigues (SBCI) para fins de cobrança de tarifas aeroportuárias.,Portaria nº 0064/SRE de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 1",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0064-sre-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0064.pdf,['portaria']
Homologa o Curso Prático de INVA da Aeronop Escola de Aviação Civil.,Portaria nº 0065/SPO de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0065-spo-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0065.pdf,['portaria']
Inscreve o aeródromo privado Fazenda Belizário (BA) no cadastro de aeródromos.,Portaria nº 0074/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0074-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0074.pdf,['portaria']
Inscreve o heliponto privado CADF (DF) no cadastro de aeródromos.,Portaria nº 0079/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0079-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0079.pdf,['portaria']
Renova a inscrição do aeródromo privado Fazenda Bebida Velha (RN) no cadastro de aeródromos.,Portaria nº 0069/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0069-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0069.pdf,['portaria']
Renova a inscrição do aeródromo privado Fazenda Varjadão (TO) no cadastro de aeródromos.,Portaria nº 0073/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0073-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0073.pdf,['portaria']
Renova a inscrição do heliponto privado Gold Meat (SP) no cadastro de aeródromos.,Portaria nº 0076/SIA de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0076-sia-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0076.pdf,['portaria']
"Revoga, a pedido, a autorização de funcionamento e a homologação dos cursos teóricos de INVA e IFR da Setentrional Escola de Aviação Civil.",Portaria nº 0067/SPO de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0067-spo-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0067.pdf,['portaria']
"Revoga, por inatividade, a autorização de funcionamento e a homologação do curso teórico de PPA e do curso teórico/prático de MMA-GMP da Aeroescola.Com Escola de Aviação Civil.",Portaria nº 0068/SPO de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0068-spo-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0068.pdf,['portaria']
"Suspende cautelarmente a homologação dos Cursos Práticos de PPH, PCH e INVH da RIO 22 Escola de Aviação Civil.",Portaria nº 0066/SPO de 14/01/2015,,,2015-01-14,,Portaria,"DOU 15/01/2015, Seção 1, Pág 2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0066-spo-de-14-01-2015/@@display-file/arquivo_norma/PA2015-0066.pdf,['portaria']
Aloca frequências mistas para o Chile à empresa TAM.,Portaria nº 0059/DIR de 13/01/2015,,,2015-01-13,,Portaria,"DOU 14/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0059-dir-de-13-01-2015/@@display-file/arquivo_norma/PA2015-0059.pdf,['portaria']
"Divulga, em reais, o valor do adicional tarifário instituído pela Lei Nº 9.825, de 23 de agosto de 1999, para o ano-base 2015.",Portaria nº 0062/SRE de 13/01/2015,,,2015-01-13,,Portaria,"DOU 14/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0062-sre-de-13-01-2015/@@display-file/arquivo_norma/PA2015-0062.pdf,"['9.825', 'portaria']"
"Reajusta as tarifas aeroportuárias de embarque, conexão, pouso e permanência, domésticas e internacionais, e de armazenagem e capatazia da carga importada ou a ser exportada, conforme disposto pela Resolução Nº 350, de 19 de dezembro de 2014.",Portaria nº 0063/SRE de 13/01/2015,,,2015-01-13,,Portaria,"DOU 14/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0063-sre-de-13-01-2015/@@display-file/arquivo_norma/PA2015-0063.pdf,['portaria']
Aloca frequência mista para o México à empresa TAM Linhas Aéreas S.A.,Portaria nº 0053/DIR de 09/01/2015,,,2015-01-09,,Portaria,"DOU 12/01/2015, Seção 1, Pág  1",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0053-dir-de-01-09-2015/@@display-file/arquivo_norma/PA2015-0053.pdf,['portaria']
"Altera a inscrição do Aeródromo Surumu (RR) no cadastro de aeródromos, modificando seu tipo de uso de Público para Privado.",Portaria nº 0048/SIA de 09/01/2015,,,2015-01-09,,Portaria,"DOU 12/01/2015, Seção 1, Pág  2","Portaria Nº 2386/SIA, de 9 de setembro de 2015",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0048-sia-de-01-09-2015/@@display-file/arquivo_norma/PA2015-0048.pdf,"['alteração', 'modificação', 'portaria']"
Exclui o Aeródromo Público São Simão (MT) do cadastro de aeródromos.,Portaria nº 0047/SIA de 09/01/2015,,,2015-01-09,,Portaria,"DOU 12/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0047-sia-de-01-09-2015/@@display-file/arquivo_norma/PA2015-0047.pdf,['portaria']
Aloca frequência exclusivamente cargueira para a Bolívia.,Portaria nº 0042/DIR de 08/01/2015,,,2015-01-08,,Portaria,"DOU 09/01/2015, Seção 1, Pág 5",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0042-dir-de-01-08-2015/@@display-file/arquivo_norma/PA2015-0042.pdf,['portaria']
Tornar pública a emissão de Adendo do Certificado de Tipo (CT).,Portaria nº 0040/SAR de 08/01/2015,,,2015-01-08,,Portaria,"DOU 09/01/2015, Seção 1, Pág  6 (Republicada no DOU de 12 de janeiro de 2015, Seção 1, página 6)",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0040-sar-de-01-08-2015/@@display-file/arquivo_norma/PA2015-0040.pdf,['portaria']
Defere pedido de prorrogação de isenção temporária de cumprimento do requisito de que trata o parágrafo 121.344(d) do RBAC Nº 121.,Decisão nº 001 de 07/01/2015,,,2015-01-07,,Decisão,"DOU 08/01/2015, Seção 1, p.6",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2015/decisao-no-001-de-07-01-2015/@@display-file/arquivo_norma/DA2015-0001.pdf,"['121.344', 'decisão', 'isenção', 'rbac']"
"Tornar pública a emissão do Certificado de Organização de Manutenção de Nº 1412-33/ANAC, emitido em favor da oficina de manutenção de produto aeronáutico Honeywell Aerospace Torrance Repair & Overhaul, válido até 31 de dezembro de 2016.",Portaria nº 0032/SAR de 07/01/2015,,,2015-01-07,,Portaria,"DOU 08/01/2015, Seção 1, Pág 6",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0032-sar-de-01-07-2015/@@display-file/arquivo_norma/PA2015-0032.pdf,['portaria']
Autoriza a base operacional da HELIMAXY Escola de Aviação Civil.,Portaria nº 0013/SPO de 06/01/2015,,,2015-01-06,,Portaria,"DOU 07/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0013-spo-de-01-06-2015/@@display-file/arquivo_norma/PA2015-0013.pdf,['portaria']
Autoriza a mudança de endereço da sede administrativa da NET AVIATION Escola de Aviação Civil Ltda.,Portaria nº 0012/SPO de 06/01/2015,,,2015-01-06,,Portaria,"DOU 07/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0012-spo-de-01-06-2015/@@display-file/arquivo_norma/PA2015-0012.pdf,['portaria']
"Renova a homologação dos cursos práticos de PPH e PCH, e do Treinamento de Solo da Aeronave R22, e homologa o curso prático de MLTE do Aeroclube do Rio Grande do Sul.",Portaria nº 0014/SPO de 06/01/2015,,,2015-01-06,,Portaria,"DOU 07/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0014-spo-de-01-06-2015/@@display-file/arquivo_norma/PA2015-0014.pdf,['portaria']
Suspende cautelarmente a homologação do curso teórico/prático de CMV da ASRF Educação Ltda. EPP - colégio Santa Maria Goretti.,Portaria nº 0015/SPO de 06/01/2015,,,2015-01-06,,Portaria,"DOU 07/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0015-spo-de-01-06-2015/@@display-file/arquivo_norma/PA2015-0015.pdf,['portaria']
"Torna pública a emissão de Certificado de Organização de Manutenção de Nº 1412-64/ANAC, emitido em favor da oficina de manutenção de produto aeronáutico CTA - Cleiton Táxi Aéreo Ltda.",Portaria nº 0017/SAR de 06/01/2015,,,2015-01-06,,Portaria,"DOU 07/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0017-sar-de-01-06-2015/@@display-file/arquivo_norma/PA2015-0017.pdf,['portaria']
"Tornar pública a revogação da suspensão do Certificado de Organização de Manutenção de Nº 6804-03/ANAC, emitido em favor da oficina de manutenção de produto aeronáutico HORA - Hangar Oficina E Recuperação de Aviões Ltda.",Portaria nº 0016/SAR de 06/01/2015,,,2015-01-06,,Portaria,"DOU 07/01/2015, Seção 1, Pág  2",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0016-sar-de-01-06-2015/@@display-file/arquivo_norma/PA2015-0016.pdf,['portaria']
Credencia médico em conformidade com o RBAC Nº 67.,Portaria nº 0001/SPO de 05/01/2015,,,2015-01-05,,Portaria,"DOU 06/01/2015, Seção 1, Pág 1",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2015/portaria-no-0001-spo-de-01-05-2015/@@display-file/arquivo_norma/PA2015-0001.pdf,"['portaria', 'rbac']"
"Alocar a TAM Linhas Aéreas S.A., nos termos dos acordos aéreos com a França e Itália, as seguintes capacidades para a realização de serviços mistos regulares França – 7 frequências mistas semanais; Itália – 7 frequências mistas semanais.",Decisão nº 104 de 29/08/2006,,,2015-01-01,,Decisão,"(DOU Nº 168, S/1, p.07, 31/08/2006)",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2006/decisao-no-104-de-29-08-2006/@@display-file/arquivo_norma/DA2006-0104.pdf,['decisão']
Alocação de empresas.,Decisão nº 011 de 30/01/2007,,,2015-01-01,,Decisão,"(DOU Nº 22, S/1, p.12, 31/01/2007)",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2007/decisao-no-011-de-30-01-2007/@@display-file/arquivo_norma/DA2007-0011.pdf,['decisão']
"Altera a segunda etapa do Plano de Investimentos de 2007, do Programa Federal de Auxílio a Aeroportos (PROFAA) e dá outras providências.",Decisão nº 259 de 13/12/2007,,,2015-01-01,,Decisão,"(DOU Nº 240, S/1, p.21, 14/12/2007)",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2007/decisao-no-259-de-13-12-2007/@@display-file/arquivo_norma/DA2007-0259.pdf,"['alteração', 'decisão']"
Aprova Adendo a Acordo de Código Compartilhado.,Decisão nº 419 de 15/10/2008,,,2015-01-01,,Decisão,"DOU Nº 201, S/1, p.4, 16/10/2008",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2008/decisao-no-419-de-15-10-2008/@@display-file/arquivo_norma/DA2008_0419.pdf,"['aprovação', 'decisão']"
"Aprova a Primeira Etapa do Plano de Investimentos de 2007, do Programa Federal de Auxílio a Aeroportos (PROFAA) e dá outras providências",Decisão nº 124 de 11/05/2007,,,2015-01-01,,Decisão,"(DOU Nº 91/ANAC, 14/05/2007)",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2007/decisao-no-124-de-11-05-2007/@@display-file/arquivo_norma/DA2007-0124.pdf,"['aprovação', 'decisão']"
"Aprova a Segunda Etapa do Plano de Investimentos de 2006, do Programa Federal de Auxílio a Aeroportos (PROFAA) e dá outras providências.",Decisão n° 293 de 29/11/2006,,,2015-01-01,,Decisão,"(DOU Nº 231, S/1, p. 18, 04/12/2006)",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2006/decisao-no-293-de-29-11-2006/@@display-file/arquivo_norma/decisao293.pdf,"['aprovação', 'decisão']"
"Aprova a Segunda Etapa do Plano de Investimentos de 2007, do Programa Federal de Auxílio a Aeroportos (PROFAA) e dá outras providências",Decisão nº 239 de 23/10/2007,,,2015-01-01,,Decisão,"(DOU Nº 205, S/1, p. 13, 24/10/2007)",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2007/decisao-no-239-de-23-10-2007/@@display-file/arquivo_norma/DA2007-0239.pdf,"['aprovação', 'decisão']"
