ID;​​Manufacturer;​Model;​Type Designator;​Description;​Engine Type;​Engine Count;​​WTC
2857;CHAMPION;7KC Olympia;CH7B;LandPlane;Piston;1;L
2858;CHAMPION;7KCAB Citabria;CH7B;LandPlane;Piston;1;L
2859;CHAMPION;8 Decathlon;BL8;LandPlane;Piston;1;L
2860;CHAMPION;402 Lancer;CH40;LandPlane;Piston;2;L
2861;CHAMPION;Challenger;CH7B;LandPlane;Piston;1;L
2862;CHAMPION;Citabria (7ECA);CH7A;LandPlane;Piston;1;L
2863;CHAMPION;Citabria (7GCBC/7KCAB);CH7B;LandPlane;Piston;1;L
2864;CHAMPION;Decathlon;BL8;LandPlane;Piston;1;L
2865;CHAMPION;DX'er;CH7B;LandPlane;Piston;1;L
2866;CHAMPION;Lancer;CH40;LandPlane;Piston;2;L
2867;CHAMPION;Olympia;CH7B;LandPlane;Piston;1;L
2868;CHAMPION;Traveler;CH7A;LandPlane;Piston;1;L
2869;CHAMPION;Tri-Con;CH7A;LandPlane;Piston;1;L
2870;CHAMPION;Tri-Traveler;CH7A;LandPlane;Piston;1;L
2871;CHANCE VOUGHT;AU Corsair;CORS;LandPlane;Piston;1;M
2872;CHANCE VOUGHT;Corsair;CORS;LandPlane;Piston;1;M
2873;CHANCE VOUGHT;Crusader;F8;LandPlane;Jet;1;M
2874;CHANCE VOUGHT;F4U Corsair;CORS;LandPlane;Piston;1;M
2875;CHANCE VOUGHT;F8 Crusader;F8;LandPlane;Jet;1;M
2876;CHANCE VOUGHT;F8U Crusader;F8;LandPlane;Jet;1;M
2877;CHANCE VOUGHT;RF-8 Crusader;F8;LandPlane;Jet;1;M
2878;CHANCE VOUGHT;V-166 Corsair;CORS;LandPlane;Piston;1;M
2879;CHANGHE;Z-8;FREL;Helicopter;Turboprop/Turboshaft;3;M
2880;CHANGHE;Z-11;AS50;Helicopter;Turboprop/Turboshaft;1;L
2881;CHANGHE;WZ-10;WZ10;Helicopter;Turboprop/Turboshaft;2;L
2882;CHASLE;Tourbillon;YC12;LandPlane;Piston;1;L
2883;CHASLE;YC-12 Tourbillon;YC12;LandPlane;Piston;1;L
2884;CHASLE;YC-121 Tourbillon;YC12;LandPlane;Piston;1;L
2885;CHASLE;YC-122 Tourbillon;YC12;LandPlane;Piston;1;L
2886;CHASLE;YC-123 Tourbillon;YC12;LandPlane;Piston;1;L
2887;CHAYAIR;Sycamore;CHSY;Gyrocopter;Piston;1;L
2888;CHENGDU;Airguard;MG21;LandPlane;Jet;1;M
2889;CHENGDU;F-7;MG21;LandPlane;Jet;1;M
2890;CHENGDU;F-7 Airguard;MG21;LandPlane;Jet;1;M
2891;CHENGDU;F-7 Skybolt;MG21;LandPlane;Jet;1;M
2892;CHENGDU;F-10;J10;LandPlane;Jet;1;M
2893;CHENGDU;FC-1 Super 7;FC1;LandPlane;Jet;1;M
2894;CHENGDU;FC-1 Xiaolong;FC1;LandPlane;Jet;1;M
2895;CHENGDU;FT-5;MG17;LandPlane;Jet;1;L
2896;CHENGDU;J-7;MG21;LandPlane;Jet;1;M
2897;CHENGDU;J-10;J10;LandPlane;Jet;1;M
2898;CHENGDU;JF-17 Thunder;FC1;LandPlane;Jet;1;M
2899;CHENGDU;JJ-5;MG17;LandPlane;Jet;1;L
2900;CHENGDU;Skybolt;MG21;LandPlane;Jet;1;M
2901;CHENGDU;Super 7;FC1;LandPlane;Jet;1;M
2902;CHENGDU;Thunder;FC1;LandPlane;Jet;1;M
2903;CHENGDU;Xiaolong;FC1;LandPlane;Jet;1;M
2904;CHENGDU;J-20;J20;LandPlane;Jet;2;M
2905;CHERNOV;Che-15;CE15;SeaPlane;Piston;1;L
2906;CHERNOV;Che-22 Corvette;CE22;Amphibian;Piston;2;L
2907;CHERNOV;Che-23;CE23;Amphibian;Piston;1;L
2908;CHERNOV;Che-25;CE25;Amphibian;Piston;2;L
2909;CHERNOV;Che-27;CE27;Amphibian;Piston;2;L
2910;CHERNOV;Corvette;CE22;Amphibian;Piston;2;L
2911;CHICHESTER-MILES;Leopard;LEOP;LandPlane;Jet;2;L
2912;CHILTON;DW-1;CDW1;LandPlane;Piston;1;L
2913;CHINCUL;Archer 2;P28A;LandPlane;Piston;1;L
2914;CHINCUL;Arrow 3;P28R;LandPlane;Piston;1;L
2915;CHINCUL;Arrow 4;P28T;LandPlane;Piston;1;L
2916;CHINCUL;Aztec;PA27;LandPlane;Piston;2;L
2917;CHINCUL;Cherokee Archer;P28A;LandPlane;Piston;1;L
2918;CHINCUL;Cherokee Archer 2;P28A;LandPlane;Piston;1;L
2919;CHINCUL;Cherokee Arrow 2;P28R;LandPlane;Piston;1;L
2920;CHINCUL;Cherokee Arrow 3;P28R;LandPlane;Piston;1;L
2921;CHINCUL;Cherokee Challenger;P28A;LandPlane;Piston;1;L
2922;CHINCUL;Cherokee Charger;P28B;LandPlane;Piston;1;L
2923;CHINCUL;Cherokee Cruiser;P28A;LandPlane;Piston;1;L
2924;CHINCUL;Cherokee Lance;P32R;LandPlane;Piston;1;L
2925;CHINCUL;Cherokee Pathfinder;P28B;LandPlane;Piston;1;L
2926;CHINCUL;Cherokee Six;PA32;LandPlane;Piston;1;L
2927;CHINCUL;Cheyenne 1;PAY1;LandPlane;Turboprop/Turboshaft;2;L
2928;CHINCUL;Cheyenne 2;PAY2;LandPlane;Turboprop/Turboshaft;2;L
2929;CHINCUL;Chieftain;PA31;LandPlane;Piston;2;L
2930;CHINCUL;Dakota;P28B;LandPlane;Piston;1;L
2931;CHINCUL;Lance;P32R;LandPlane;Piston;1;L
2932;CHINCUL;Lance 2;P32T;LandPlane;Piston;1;L
2933;CHINCUL;Navajo;PA31;LandPlane;Piston;2;L
2934;CHINCUL;Navajo Chieftain;PA31;LandPlane;Piston;2;L
2935;CHINCUL;Navajo CR;PA31;LandPlane;Piston;2;L
2936;CHINCUL;PA-A-23-250 Aztec;PA27;LandPlane;Piston;2;L
2937;CHINCUL;PA-A-25 Pawnee;PA25;LandPlane;Piston;1;L
2938;CHINCUL;PA-A-28-140 Cherokee Cruiser;P28A;LandPlane;Piston;1;L
2939;CHINCUL;PA-A-28-161 Warrior 2;P28A;LandPlane;Piston;1;L
2940;CHINCUL;PA-A-28-180 Cherokee Archer;P28A;LandPlane;Piston;1;L
2941;CHINCUL;PA-A-28-180 Cherokee Challenger;P28A;LandPlane;Piston;1;L
2942;CHINCUL;PA-A-28-181 Archer 2;P28A;LandPlane;Piston;1;L
2943;CHINCUL;PA-A-28-181 Cherokee Archer 2;P28A;LandPlane;Piston;1;L
2944;CHINCUL;PA-A-28-235 Cherokee Charger;P28B;LandPlane;Piston;1;L
2945;CHINCUL;PA-A-28-235 Cherokee Pathfinder;P28B;LandPlane;Piston;1;L
2946;CHINCUL;PA-A-28-236 Dakota;P28B;LandPlane;Piston;1;L
2947;CHINCUL;PA-A-28R-200 Cherokee Arrow 2;P28R;LandPlane;Piston;1;L
2948;CHINCUL;PA-A-28R-201 Arrow 3;P28R;LandPlane;Piston;1;L
2949;CHINCUL;PA-A-28R-201 Cherokee Arrow 3;P28R;LandPlane;Piston;1;L
2950;CHINCUL;PA-A-28RT-201 Arrow 4;P28T;LandPlane;Piston;1;L
2951;CHINCUL;PA-A-31-310 Navajo;PA31;LandPlane;Piston;2;L
2952;CHINCUL;PA-A-31-325 Navajo CR;PA31;LandPlane;Piston;2;L
2953;CHINCUL;PA-A-31-350 Chieftain;PA31;LandPlane;Piston;2;L
2954;CHINCUL;PA-A-31-350 Navajo Chieftain;PA31;LandPlane;Piston;2;L
2955;CHINCUL;PA-A-31P-425 Pressurized Navajo;PA31;LandPlane;Piston;2;L
2956;CHINCUL;PA-A-31T1-500 Cheyenne 1;PAY1;LandPlane;Turboprop/Turboshaft;2;L
2957;CHINCUL;PA-A-31T-620 Cheyenne 2;PAY2;LandPlane;Turboprop/Turboshaft;2;L
2958;CHINCUL;PA-A-32 Cherokee Six;PA32;LandPlane;Piston;1;L
2959;CHINCUL;PA-A-32R-300 Cherokee Lance;P32R;LandPlane;Piston;1;L
2960;CHINCUL;PA-A-32R-300 Lance;P32R;LandPlane;Piston;1;L
2961;CHINCUL;PA-A-32RT-300 Lance 2;P32T;LandPlane;Piston;1;L
2962;CHINCUL;PA-A-32RT-300T Turbo Lance 2;P32T;LandPlane;Piston;1;L
2963;CHINCUL;PA-A-34 Seneca;PA34;LandPlane;Piston;2;L
2964;CHINCUL;PA-A-36 Pawnee Brave;PA36;LandPlane;Piston;1;L
2965;CHINCUL;PA-A-38 Tomahawk;PA38;LandPlane;Piston;1;L
2966;CHINCUL;Pawnee;PA25;LandPlane;Piston;1;L
2967;CHINCUL;Pressurized Navajo;PA31;LandPlane;Piston;2;L
2968;CHINCUL;Seneca;PA34;LandPlane;Piston;2;L
2969;CHINCUL;Tomahawk;PA38;LandPlane;Piston;1;L
2970;CHINCUL;Turbo Lance 2;P32T;LandPlane;Piston;1;L
2971;CHINCUL;Warrior 2;P28A;LandPlane;Piston;1;L
2972;CHINCUL;PA-A-28RT-201T Turbo Arrow 4;P28U;LandPlane;Piston;1;L
2973;CHINCUL;Turbo Arrow 4;P28U;LandPlane;Piston;1;L
2974;CHINCUL;PA-A-28R-201T Turbo Arrow 3;P28S;LandPlane;Piston;1;L
2975;CHINCUL;PA-A-28R-201T Turbo Cherokee Arrow 3;P28S;LandPlane;Piston;1;L
2976;CHINCUL;Turbo Cherokee Arrow 3;P28S;LandPlane;Piston;1;L
2977;CHINCUL;Turbo Arrow 3;P28S;LandPlane;Piston;1;L
2978;CHRIS TENA;Mini Coupe;MCOU;LandPlane;Piston;1;L
2979;CHRISLEA;CH-3 Super Ace;CH3;LandPlane;Piston;1;L
2980;CHRISLEA;CH-3 Skyjeep;CH3;LandPlane;Piston;1;L
2981;CHRISLEA;Super Ace;CH3;LandPlane;Piston;1;L
2982;CHRISLEA;Skyjeep;CH3;LandPlane;Piston;1;L
2983;CHRISTEN;A-1 Husky;HUSK;LandPlane;Piston;1;L
2984;CHRISTEN;Eagle;EAGL;LandPlane;Piston;1;L
2985;CHRISTEN;Husky;HUSK;LandPlane;Piston;1;L
2986;CHRISTEN;Pitts S-1 Special;PTS1;LandPlane;Piston;1;L
2987;CHRISTEN;Pitts S-2 Special;PTS2;LandPlane;Piston;1;L
2988;CIAC;Synergy;SNGY;LandPlane;Piston;1;L
2989;CIAC;T-90 Calima;SNGY;LandPlane;Piston;1;L
2990;CIAC;Calima;SNGY;LandPlane;Piston;1;L
2991;CICARE;CH-12;CH12;Helicopter;Piston;1;L
2992;CICARE;CH-14 Aguilucho;CH14;Helicopter;Turboprop/Turboshaft;1;L
2993;CICARE;Aguilucho;CH14;Helicopter;Turboprop/Turboshaft;1;L
2994;CIRCA;Nieuport 12-7/8;CN12;LandPlane;Piston;1;L
2995;CIRRUS;SR-20;SR20;LandPlane;Piston;1;L
2996;CIRRUS;SR-20 SRV;SR20;LandPlane;Piston;1;L
2997;CIRRUS;SR-22;SR22;LandPlane;Piston;1;L
2998;CIRRUS;SRV;SR20;LandPlane;Piston;1;L
2999;CIRRUS;SR-22T;S22T;LandPlane;Piston;1;L
3000;CIRRUS;SJ-X Vision;SF50;LandPlane;Jet;1;L
3001;CIRRUS;SF-50 Vision;SF50;LandPlane;Jet;1;L
3002;CIRRUS;Vision;SF50;LandPlane;Jet;1;L
3003;CIRRUS;SR-22 Turbo;S22T;LandPlane;Piston;1;L
3004;CIRRUS;T-53;SR20;LandPlane;Piston;1;L
3005;CIRRUS;VK-30 Cirrus (turbine);VK3T;LandPlane;Turboprop/Turboshaft;1;L
3006;CIRRUS;Cirrus (turbine);VK3T;LandPlane;Turboprop/Turboshaft;1;L
3007;CIRRUS;VK-30 Cirrus (piston);VK3P;LandPlane;Piston;1;L
3008;CIRRUS;Cirrus (piston);VK3P;LandPlane;Piston;1;L
3009;CLAASSEN;305;O1;LandPlane;Piston;1;L
3010;CLASS;Bush Caddy L-160;CAD4;LandPlane;Piston;1;L
3011;CLASS;Bush Caddy L-162;CAD4;LandPlane;Piston;1;L
3012;CLASS;Bush Caddy L-164;CAD4;LandPlane;Piston;1;L
3013;CLASS;Bush Caddy R-80;CAD2;LandPlane;Piston;1;L
3014;CLASS;Bush Caddy R-120;CAD2;LandPlane;Piston;1;L
3015;CLASSIC;Waco Classic;WACF;LandPlane;Piston;1;L
3016;CLASSIC SPORT;S-18;T18;LandPlane;Piston;1;L
3017;CLAUDIUS DORNIER;CD-2 Seastar;CD2;Amphibian;Turboprop/Turboshaft;2;L
3018;CLAUDIUS DORNIER;Seastar;CD2;Amphibian;Turboprop/Turboshaft;2;L
3019;CLIFFORD AEROWORKS;Spad 13 80%;ES13;LandPlane;Piston;1;L
3020;CO-Z;Cozy;COZY;LandPlane;Piston;1;L
3021;CO-Z;CozyJet;COZJ;LandPlane;Jet;1;L
3022;COBALT;Co-50 Valkyrie;CO50;LandPlane;Piston;1;L
3023;COBALT;Valkyrie;CO50;LandPlane;Piston;1;L
3024;COBELAVIA;D-158 Nipper;NIPR;LandPlane;Piston;1;L
3025;COBELAVIA;Nipper;NIPR;LandPlane;Piston;1;L
3026;COBRA;Arrow;COAR;LandPlane;Piston;1;L
3027;COLEMILL;Bearcat;C310;LandPlane;Piston;2;L
3028;COLEMILL;Century 600;C320;LandPlane;Piston;2;L
3029;COLEMILL;Executive 600;C310;LandPlane;Piston;2;L
3030;COLEMILL;Foxstar Baron 55;BE55;LandPlane;Piston;2;L
3031;COLEMILL;Foxstar Baron 58;BE58;LandPlane;Piston;2;L
3032;COLEMILL;Panther 2;PA31;LandPlane;Piston;2;L
3033;COLEMILL;Panther 3;PA31;LandPlane;Piston;2;L
3034;COLEMILL;Panther Navajo;PA31;LandPlane;Piston;2;L
3035;COLEMILL;President 600;BE55;LandPlane;Piston;2;L
3036;COLEMILL;Starfire Bonanza 33;BE33;LandPlane;Piston;1;L
3037;COLEMILL;Starfire Bonanza 35;BE35;LandPlane;Piston;1;L
3038;COLEMILL;Starfire Bonanza 36;BE36;LandPlane;Piston;1;L
3039;COLLINS;Dipper;DIPR;Amphibian;Piston;1;L
3040;COLOMBAN;Ban-Bi;MCR1;LandPlane;Piston;1;L
3041;COLOMBAN;Cricri;MC10;LandPlane;Piston;2;L
3042;COLOMBAN;MC-10 Cricri;MC10;LandPlane;Piston;2;L
3043;COLOMBAN;MC-12 Cricri;MC10;LandPlane;Piston;2;L
3044;COLOMBAN;MC-15 Cricri;MC10;LandPlane;Piston;2;L
3045;COLOMBAN;MC-100 Ban-Bi;MCR1;LandPlane;Piston;1;L
3046;COLONIAL;C-1 Skimmer;SKIM;Amphibian;Piston;1;L
3047;COLONIAL;C-2 Skimmer;SKIM;Amphibian;Piston;1;L
3048;COLONIAL;Skimmer;SKIM;Amphibian;Piston;1;L
3049;COLUMBIA;Columbia 350;COL3;LandPlane;Piston;1;L
3050;COLUMBIA;Columbia 400;COL4;LandPlane;Piston;1;L
3051;COLUMBIA;LC-41 Columbia 400;COL4;LandPlane;Piston;1;L
3052;COLUMBIA;LC-42 Columbia 350;COL3;LandPlane;Piston;1;L
3053;COLYAER;Freedom;CFRE;Amphibian;Piston;1;L
3054;COLYAER;Gannet;CGAN;SeaPlane;Piston;1;L
3055;COLYAER;Martin 3;CMA3;LandPlane;Piston;1;L
3056;COLYAER;Mascato;CFRE;Amphibian;Piston;1;L
3057;COMAC;Xiangfeng;AJ27;LandPlane;Jet;2;M
3058;COMAC;ARJ-21-700;AJ27;LandPlane;Jet;2;M
3059;COMAC;C-919;C919;LandPlane;Jet;2;M
3060;COMAC;ARJ-21-700 Xiangfeng;AJ27;LandPlane;Jet;2;M
3061;COMMANDER;Commander 114;AC11;LandPlane;Piston;1;L
3062;COMMANDER;Commander 115;AC11;LandPlane;Piston;1;L
3063;COMMONWEALTH (1);BA-206 Kiowa;B06;Helicopter;Turboprop/Turboshaft;1;L
3064;COMMONWEALTH (1);Boomerang;CA19;LandPlane;Piston;1;L
3065;COMMONWEALTH (1);CA-13 Boomerang;CA19;LandPlane;Piston;1;L
3066;COMMONWEALTH (1);CA-18 Mustang;P51;LandPlane;Piston;1;L
3067;COMMONWEALTH (1);CA-19 Boomerang;CA19;LandPlane;Piston;1;L
3068;COMMONWEALTH (1);CA-25 Winjeel;CA25;LandPlane;Piston;1;L
3069;COMMONWEALTH (1);CA-27 Sabre;F86;LandPlane;Jet;1;M
3070;COMMONWEALTH (1);CA-29 Mirage 3;MIRA;LandPlane;Jet;1;M
3071;COMMONWEALTH (1);CA-30;M326;LandPlane;Jet;1;L
3072;COMMONWEALTH (1);CA-32 Kiowa;B06;Helicopter;Turboprop/Turboshaft;1;L
3073;COMMONWEALTH (1);Kiowa;B06;Helicopter;Turboprop/Turboshaft;1;L
3074;COMMONWEALTH (1);MB-326;M326;LandPlane;Jet;1;L
3075;COMMONWEALTH (1);Mirage 3;MIRA;LandPlane;Jet;1;M
3076;COMMONWEALTH (1);Mustang;P51;LandPlane;Piston;1;L
3077;COMMONWEALTH (1);Sabre;F86;LandPlane;Jet;1;M
3078;COMMONWEALTH (1);Winjeel;CA25;LandPlane;Piston;1;L
3079;COMMONWEALTH (1);Wirraway;WIRR;LandPlane;Piston;1;L
3080;COMMONWEALTH (2);185 Skyranger;SKYR;LandPlane;Piston;1;L
3081;COMMONWEALTH (2);Skyranger;SKYR;LandPlane;Piston;1;L
3082;COMP AIR;CA-3 Comp Air 3;CA3;LandPlane;Piston;1;L
3083;COMP AIR;CA-4 Comp Air 4;CA4;LandPlane;Piston;1;L
3084;COMP AIR;CA-4 Comp Monster;CA4;LandPlane;Piston;1;L
3085;COMP AIR;CA-6 Comp Air 6;CA6;LandPlane;Piston;1;L
3086;COMP AIR;CA-7P Comp Air 7P;CA7P;LandPlane;Piston;1;L
3087;COMP AIR;CA-7SLX Comp Air 7SLX;CA7T;LandPlane;Turboprop/Turboshaft;1;L
3088;COMP AIR;CA-7T Comp Air 7T;CA7T;LandPlane;Turboprop/Turboshaft;1;L
3089;COMP AIR;CA-8 Comp Air 8;CA8;LandPlane;Turboprop/Turboshaft;1;L
3090;COMP AIR;CA-10XLT Comp Air 10XLT;CA1T;LandPlane;Turboprop/Turboshaft;1;L
3091;COMP AIR;CA-12 Comp Air 12;CA12;LandPlane;Turboprop/Turboshaft;1;L
3092;COMP AIR;CA-J Comp Air Jet;CAJ;LandPlane;Jet;1;L
3093;COMP AIR;Comp Air 3;CA3;LandPlane;Piston;1;L
3094;COMP AIR;Comp Air 4;CA4;LandPlane;Piston;1;L
3095;COMP AIR;Comp Air 6;CA6;LandPlane;Piston;1;L
3096;COMP AIR;Comp Air 7P;CA7P;LandPlane;Piston;1;L
3097;COMP AIR;Comp Air 7SLX;CA7T;LandPlane;Turboprop/Turboshaft;1;L
3098;COMP AIR;Comp Air 7T;CA7T;LandPlane;Turboprop/Turboshaft;1;L
3099;COMP AIR;Comp Air 8;CA8;LandPlane;Turboprop/Turboshaft;1;L
3100;COMP AIR;Comp Air 10XLT;CA1T;LandPlane;Turboprop/Turboshaft;1;L
3101;COMP AIR;Comp Air 12;CA12;LandPlane;Turboprop/Turboshaft;1;L
3102;COMP AIR;Comp Air Jet;CAJ;LandPlane;Jet;1;L
3103;COMP AIR;Comp Monster;CA4;LandPlane;Piston;1;L
3104;COMP AIR;CA-9 Comp Air 9;CA9;LandPlane;Turboprop/Turboshaft;1;L
3105;COMP AIR;Comp Air 9;CA9;LandPlane;Turboprop/Turboshaft;1;L
3106;COMPOSIT AIRPLANES;Viva;VIVA;LandPlane;Piston;1;L
3107;CONAIR;F-27 Firefighter;F27;LandPlane;Turboprop/Turboshaft;2;M
3108;CONAIR;Firecat;S2P;LandPlane;Piston;2;M
3109;CONAIR;Firefighter;F27;LandPlane;Turboprop/Turboshaft;2;M
3110;CONAIR;Turbo Firecat;S2T;LandPlane;Turboprop/Turboshaft;2;M
3111;CONROY;CL-44-O Guppy;CL4G;LandPlane;Turboprop/Turboshaft;4;M
3112;CONROY;Guppy;CL4G;LandPlane;Turboprop/Turboshaft;4;M
3113;CONSOLIDATED;28 Catalina;CAT;Amphibian;Piston;2;M
3114;CONSOLIDATED;A-10 Catalina;CAT;Amphibian;Piston;2;M
3115;CONSOLIDATED;B-24 Liberator;B24;LandPlane;Piston;4;M
3116;CONSOLIDATED;C-87 Liberator Express;B24;LandPlane;Piston;4;M
3117;CONSOLIDATED;Canso;CAT;Amphibian;Piston;2;M
3118;CONSOLIDATED;Catalina;CAT;Amphibian;Piston;2;M
3119;CONSOLIDATED;LB-30 Liberator;B24;LandPlane;Piston;4;M
3120;CONSOLIDATED;Liberator;B24;LandPlane;Piston;4;M
3121;CONSOLIDATED;Liberator Express;B24;LandPlane;Piston;4;M
3122;CONSOLIDATED;OA-10 Catalina;CAT;Amphibian;Piston;2;M
3123;CONSOLIDATED;PBY Catalina;CAT;Amphibian;Piston;2;M
3124;CONTINENTAL COPTERS;El Tomcat;ELTO;Helicopter;Piston;1;L
3125;CONVAIR;28 Catalina;CAT;Amphibian;Piston;2;M
3126;CONVAIR;A-10 Catalina;CAT;Amphibian;Piston;2;M
3127;CONVAIR;B-24 Liberator;B24;LandPlane;Piston;4;M
3128;CONVAIR;BT-13 Valiant;VALI;LandPlane;Piston;1;L
3129;CONVAIR;C-87 Liberator Express;B24;LandPlane;Piston;4;M
3130;CONVAIR;C-131;CVLP;LandPlane;Piston;2;M
3131;CONVAIR;C-131 Samaritan;CVLP;LandPlane;Piston;2;M
3132;CONVAIR;C-131H;CVLT;LandPlane;Turboprop/Turboshaft;2;M
3133;CONVAIR;Catalina;CAT;Amphibian;Piston;2;M
3134;CONVAIR;Convairliner;CVLP;LandPlane;Piston;2;M
3135;CONVAIR;CV-240 Convairliner;CVLP;LandPlane;Piston;2;M
3136;CONVAIR;CV-340 Convairliner;CVLP;LandPlane;Piston;2;M
3137;CONVAIR;CV-440 Metropolitan;CVLP;LandPlane;Piston;2;M
3138;CONVAIR;CV-580;CVLT;LandPlane;Turboprop/Turboshaft;2;M
3139;CONVAIR;CV-600;CVLT;LandPlane;Turboprop/Turboshaft;2;M
3140;CONVAIR;CV-640;CVLT;LandPlane;Turboprop/Turboshaft;2;M
3141;CONVAIR;Delta Dart;F106;LandPlane;Jet;1;M
3142;CONVAIR;ET-29;CVLP;LandPlane;Piston;2;M
3143;CONVAIR;HC-131;CVLP;LandPlane;Piston;2;M
3144;CONVAIR;L-13;L13;LandPlane;Piston;1;L
3145;CONVAIR;Liberator;B24;LandPlane;Piston;4;M
3146;CONVAIR;Liberator Express;B24;LandPlane;Piston;4;M
3147;CONVAIR;Metropolitan;CVLP;LandPlane;Piston;2;M
3148;CONVAIR;OA-10 Catalina;CAT;Amphibian;Piston;2;M
3149;CONVAIR;P4Y Privateer;P4Y;LandPlane;Piston;4;M
3150;CONVAIR;PB4Y Privateer;P4Y;LandPlane;Piston;4;M
3151;CONVAIR;PBY Catalina;CAT;Amphibian;Piston;2;M
3152;CONVAIR;Privateer;P4Y;LandPlane;Piston;4;M
3153;CONVAIR;QF-106 Delta Dart;F106;LandPlane;Jet;1;M
3154;CONVAIR;Samaritan;CVLP;LandPlane;Piston;2;M
3155;CONVAIR;T-29;CVLP;LandPlane;Piston;2;M
3156;CONVAIR;V-54 Valiant;VALI;LandPlane;Piston;1;L
3157;CONVAIR;Valiant;VALI;LandPlane;Piston;1;L
3158;CONVAIR;VC-131G;CVLP;LandPlane;Piston;2;M
3159;CONVAIR;VT-29;CVLP;LandPlane;Piston;2;M
3160;COOPAVIA-MENAVIA;CP-301 Emeraude;CP30;LandPlane;Piston;1;L
3161;COOPAVIA-MENAVIA;Emeraude;CP30;LandPlane;Piston;1;L
3162;CORBEN;Junior Ace;JACE;LandPlane;Piston;1;L
3163;CORBEN;Super Ace;SACE;LandPlane;Piston;1;L
3164;CORBY;CJ-1 Starlet;CJ1;LandPlane;Piston;1;L
3165;CORVUS;Corone;CORO;LandPlane;Piston;1;L
3166;CORVUS;CA-41 Racer;CA41;LandPlane;Piston;1;L
3167;CORVUS;Racer;CA41;LandPlane;Piston;1;L
3168;CORVUS;Phantom;CORO;LandPlane;Piston;1;L
3169;CORVUS;Crusader;CORO;LandPlane;Piston;1;L
3170;CORVUS;CA-21 Phantom;CORO;LandPlane;Piston;1;L
3171;CORVUS;Fusion;FUSI;LandPlane;Piston;1;L
3172;COSY;Cosy Classic;COZY;LandPlane;Piston;1;L
3173;COUNTRY AIR;J-6 Karatoo;KTOO;LandPlane;Piston;1;L
3174;COUNTRY AIR;Karatoo;KTOO;LandPlane;Piston;1;L
3175;COUPE;JC-01;JC01;LandPlane;Piston;1;L
3176;COUPE;JC-02;JC02;LandPlane;Piston;1;L
3177;COUPE;JC-200;JC02;LandPlane;Piston;1;L
3178;CRAE;Dragon Fly;DRAG;Helicopter;Piston;1;L
3179;CRAIOVA;IAR-99 Soim;IR99;LandPlane;Jet;1;L
3180;CRAIOVA;Soim;IR99;LandPlane;Jet;1;L
3181;CRANFIELD;A-1 Eagle;CRA1;LandPlane;Piston;1;L
3182;CRANFIELD;Eagle;CRA1;LandPlane;Piston;1;L
3183;CREATIVE FLIGHT;Aerocat SR;CAT1;LandPlane;Piston;1;L
3184;CREATIVE FLIGHT;Aerocat TR;CAT2;LandPlane;Piston;2;L
3185;CREATIVE FLIGHT;MPA Aerocat SR;CAT1;LandPlane;Piston;1;L
3186;CREATIVE FLIGHT;MPA Aerocat TR;CAT2;LandPlane;Piston;2;L
3187;CROSES;Criquet;EC6;LandPlane;Piston;1;L
3188;CROSES;EC-6 Criquet;EC6;LandPlane;Piston;1;L
3189;CROSES;EC-8 Tourisme;EC6;LandPlane;Piston;1;L
3190;CROSES;Tourisme;EC6;LandPlane;Piston;1;L
3191;CSA;PS-28 Cruiser;CRUZ;LandPlane;Piston;1;L
3192;CSA;Cruiser;CRUZ;LandPlane;Piston;1;L
3193;CSA;PiperSport;CRUZ;LandPlane;Piston;1;L
3194;CSA;SportCruiser;CRUZ;LandPlane;Piston;1;L
3195;CSA;Mermaid;MRMD;Amphibian;Piston;1;L
3196;CSA;Parrot;PROT;LandPlane;Piston;1;L
3197;CSS;CSS-13;PO2;LandPlane;Piston;1;L
3198;CTRM;Eagle 150;EAGX;LandPlane;Piston;1;L
3199;CUB;Cub;J3;LandPlane;Piston;1;L
3200;CUB;J-3 Cub;J3;LandPlane;Piston;1;L
3201;CUB;J-3 Prospector;J3;LandPlane;Piston;1;L
3202;CUB;Prospector;J3;LandPlane;Piston;1;L
3203;CUB CRAFTERS;CC-11 Sport Cub;PA11;LandPlane;Piston;1;L
3204;CUB CRAFTERS;CC-18 Top Cub;PA18;LandPlane;Piston;1;L
3205;CUB CRAFTERS;PA-18 Top Cub;PA18;LandPlane;Piston;1;L
3206;CUB CRAFTERS;Sport Cub;PA11;LandPlane;Piston;1;L
3207;CUB CRAFTERS;Top Cub;PA18;LandPlane;Piston;1;L
3208;CUB CRAFTERS;CC-11 Carbon Cub;PA11;LandPlane;Piston;1;L
3209;CUB CRAFTERS;Carbon Cub;PA11;LandPlane;Piston;1;L
3210;CUB CRAFTERS;CC-19 XCub;CC19;LandPlane;Piston;1;L
3211;CUB CRAFTERS;XCub;CC19;LandPlane;Piston;1;L
3212;CUB CRAFTERS;CC-19 NXCub;CC19;LandPlane;Piston;1;L
3213;CUB CRAFTERS;NXCub;CC19;LandPlane;Piston;1;L
3214;CULP;MonoCulp;MOCU;LandPlane;Piston;1;L
3215;CULP;Sopwith Pup;CPUP;LandPlane;Piston;1;L
3216;CULP;Special;CULP;LandPlane;Piston;1;L
3217;CULVER;Cadet;CUCA;LandPlane;Piston;1;L
3218;CULVER;Dart G;DRTG;LandPlane;Piston;1;L
